sentence,y_pred
"Тогда, разу- меется, начнется, так сказать, всеобщее окисление; прибудет много жида, и начнется жидовское царство; а засим все те, которые никогда не имели акций, да и вообще ничего не имели, то есть все нищие, естественно не захотят участвовать в окислении...",negative
Предрассудок о мир t. о* царство жида.,negative
"Да, жида теперь много расплодилось.",negative
"Шаткость высших слоев общества, веками укоренившуюся отчужденность от него нашей интеллигенции (вот это-то самое главное) и в до- вершение — дешевку и жида.",negative
Для них всё еще русский гнетет жида.,negative
"так полюбили жида; и заметьте: жид тут у них не нация, за- щищают они его потому только, что в других к жиду подозре- вают национальное отвращение и ненависть.",negative
"<66> Народ споили и отдали жидам в работу, status in statu.",negative
Неужели поляки считали средством цивилизации отдачу на откуп жидам церквей Малороссии?,negative
"Многие из среднего класса, как оказалось потом, заложили к этому дню всё, даже семейное белье, даже простыни и чуть ли не тюфяки нашим жидам, которых, как нарочно, вот уже два года ужасно много укрепилось в нашем городе и наезжает чем дальше, тем больше.",negative
"Не понимающие народа теперь должны несомненно при- мкнуть к биржевикам и жидам, и вот final представителей на- шей «передовой» мысли.",negative
Неужели же всё пре- доставить жидам?,negative
"Сибирь и всю Азию на откупа жидам, американцам, англи- чанам, можно даже гараптпровать пять процентов.",negative
Не всё же одним жидам в карман.,negative
Да и как я пойду говорить с этими жидами?,negative
"Познакомился он сначала, по его собственным словам, «со многими жидами, жидками, жидишками и жиденятами», а кончил тем, что под конец даже не только у жи- дов, но «и у евреев был принят».",negative
3-е приключение с жидами моими соседями в «Hôtel d'Alger».,negative
"Контора хотя в доме графа, но в компании еще с каким-то графом Полетикой,' двумя жидами и еще русским капиталистом (железная дорога).",negative
"В Петербурге бросились искать квартиры, нашли сквернейшие chambres-garnies.* Очень дорого, хлопотливо, с скверными жидами хозяевами.",negative
"(См. Л® 1718 голос поляка, 1725 1 Кояловпча и 1727 о жидах (декабрь).)",neutral
Заявление г-па Грпневпча о жидах в обществе <49> для содействия русской промышленности и торговле.,neutral
"Да и не одних акционеров: 1 если б акционеров, то еще можно бы примириться, их много, они набивают карман, значит, мне приятно, что они набивают карман из государствен- ной идеи, что прибавляются капиталисты, и хоть у меня сломана нога, а все-таки мне приятно: способствовал-де ногой набивке карманов капиталистов; но тут совсем и не о акционерах2 дело, а просто о нескольких торжествующих жидах, христианских и нехристианских, вот этих-то я не могу перенести, и мне грустно.3 Голубев?",negative
"Что сказать об жидах, что сказать о православии (Тернер).",negative
"2) Хроника событий (с вырезками из газет об характерных> случаях нравственности, подвигов, ума, безобразий, успехов промышленных, характерных> черт в судах — железные до- роги, о жидах, о поляках в России, о семинаристах и проч.",negative
"Одним словом, если кто на всё это мне ответит: нет, то есть что он не передавал анекдотов, не трогал Боткина, не лгал об жидах, не кричал с лестницы о здоровье тетушки и что ничего подобного с ним ни- когда не случалось, то я просто этому не поверю.",negative
О жидах.),negative
"Возьмите вопрос о жидах, о лесопстреблении, шатании, в на- роде покамест нет, об этом после (и о том, что несем народу), а пока лишь соображение: правой-левой, но Белинский не знал России, об этом потом, а теперь корреспонденту о молодежи, оп- тимизм, пройдет пора шатания, образование, женщины.",negative
"О шатании понятий, начиная с вопроса о жидах до Тернера и лесоистреблений.",negative
53. На конверте несохранившегося письма неизвестного лица от 12 апреля 1877 г. О жидах.,negative
О жидах.,negative
Письмо о жидах.,negative
Письмо о жидах.,negative
Письмо о жидах Коя- ловпча.,negative
"Кстати, я вот опять заговорил о жидах (говорил об них еще и в прошлом «Дневнике») — и обо мне могут прокричать, что я собираю ненависть к жидам, желаю их утеснения, преследования.",negative
"Говорят об водке, о жидах, о разбоях, о разнузданности.",negative
"И какое смущение в иных головах, какой цинизм 10 в иных приговорах, какой добрый честный трепет в иных сердцах, какой гвалт в иных жидах!",negative
"Теперь он опять возобновляется, точно о жидах.",negative
"Я хочу только сказать, что всё в параллели жидов и малорус- ск<их> землевладельцев <2 нрзб.> <81> Брошюра Фадеева, совершенное уничтожение дворянства и дворянского духа вытеснением из прав или обезземелением мел- ких владельцев, в которых именно приютились старые 1 знатные роды и дух дворянства.",negative
"Дрог- нули сердца исконных врагов наших и ненавистников, которым мы два века уж досаждаем в Европе, дрогнули сердца многих тысяч жидов европейских и миллионов вместе с ними жидовству- ющих «христиан»; дрогнуло сердце Биконсфильда: сказано было 20 ему, что Россия всё перенесет, всё, до самой срамной и послед- ней пощечины, но не пойдет на войну —до того, дескать, сильно ее «миролюбие».",negative
"Хозяйка испугалась моей угрозы ужасно и сказала, что лучше она жидов выгонит, но предложила мне переехать наверх, там через неделю очистится у ней прекрасная квартира.",negative
"Не толковали ли вы о естественных науках или о бан- кротствах и бегствах разных петербургских и других жидов за границу, ровно ничего не смысля в этих жидах и не зная в зуб толкнуть о естественных науках?",negative
"Это ка- кая-то влюбленность в эту неблагородную, злокозненную, жидов- скую ерунду со всей Европы, перед которой хотят принизить и обез- личить Россию: «Только бы, видите ли, Россия не [молчала] [не пик- нула] осмелилась как-нибудь пикнуть, только бы не осмелилась ска- зать самостоятельного слова, вместо того, чтобы ползти уценивать захват Европы» — вот желания, вот [расчеты, вот] взгляд на Россию и ее будущее! о 44 европейская пресса / дппломаты и ломаться над нами о 4 5 почти еще за день до ультиматума / очень еще недавно о 46 объявить / говор<ить> Стр. 149.",negative
"Я готов поверить, что лорд Биконс- фильд сам, может быть, забыл о своем происхождении, когда-то, от испанских жидов (наверно, однако, не забыл); но что он «ру- ководил английской консервативной политикой» за последний год отчасти с точки зрения жида, в этом, по-моему, нельзя сомне- ваться.",negative
"Как отвратительно, что кутаисских жидов оправдали.",negative
"Если существует такой парх как кулаки,4 то следует ли из того необходимость жидов?",negative
Но не- ужели вы и вправду укажете мне на эту толпу бросившихся па Россию восторжествовавших жидов и жидишек?,negative
Затем все осталь- ные русские имена в большинстве из богатых русских жидов.,negative
Ограничить права жидов во многих случаях можно и должпо.,negative
2 Вверху страницы запись: Несколько восторжествовавших жидов.,negative
"Русские же крестьяне вконец порабощены жпдами, ограблены ими, и за жидов заступается рус- ская же пресса!",negative
"Дурно ль он выспался, разлилась ли в нем в ночь желчь в несоразмерном количестве, простудился ль он и захватил себе насморк, проигрался ль он с вечера как мальчишка в картишки до того, что пришлось на утро вставать с совершенно пустыми карманами, с досадой на дурных, балованых жен, на ленивцев-грубиянов детей, на небри­ тую суровую ораву прислужников, на жидов-кредиторов, на негодяев советников, наветников и разных других наушников — ^РУДио сказать; но только он сердился так, что грустно было 2J",negative
"Но это „Слово"" сразу же отталкивает от себя: во второй своей книжке опо выступает защитником жидов!",negative
"Самовольство жидов доходит до безграничности.1 <67> Банкротство консервативной партии, бойцы были Катков и Леонтьев — устарели.",negative
"Одесса, город жидов, оказывается центром нашего воюющего социализма.",negative
"Явилось много жидов-антрепренеров, у каждого жида по одному литера- тору (и если имеются другие, то фиктивные),1 по по одному есть.",negative
"Вы вот жалуетесь на жидов в Черниговской губернии,2 а у нас здесь в литературе уже множество изданий, газет и журналов издается на жидовские деньги жидами (которых прибывает в ли- тературу всё больше и больше), и только редакторы, нанятые жидами, подписывают газету или журнал русскими именами — вот и всё в них русского.",negative
"Я здесь страшно скучаю, толпа многоязычная, наполовину почти богатых жидов со всего земного шара.",negative
"Вельмончек Аглаю хотел надуть, но рассердился на жидов и объяснился с Аглаей.",negative
"Чтоб были «дела», даже биржевые, надо, чтоб нация жила в самом деле, то есть настоящею живою жизнию и исполняя свое естест- венное назначение, а не была бы гальванизированным трупом в руках жидов и биржевиков.",negative
"Промышленность сама сделает дело, даст хлеб, обогатит жидов.",negative
Наши мироеды через жидов большею частию вошли в свои привилегии.,negative
"вальник, кровопийца, которых так много расплодилось во всей России, лучше таковых из жидов, которые все-таки действуют в ограниченном кругу?",negative
"Впрочем, кого ни посади, всё было бы то же самое; а что я только знаю, так это то, что он, Иван-то Семенович, был мне давно подозрителен, я про него давно замечал: старикашка такой скверный, гадкий такой, — говорят, на проценты дает и жидов- ские проценты берет.",negative
Земледелие есть враг жидов.,negative
"Настоящие, пра- вильные капиталы возникают в стране не иначе как основываясь на всеобщем трудовом благосостоянии ее, иначе могут образо- ваться лишь капиталы кулаков и жидов.",negative
"Если не опомнится, то весь, целиком, в самое ма- лое время очутится в руках у всевозможных жидов, и уж тут никакая община его не спасет: будут лишь общесолидарные ни- щие, заложившиеся и закабалившиеся всею общиной, а жиды и кулаки будут выплачивать за них бюджет.",negative
Даже в наехавшей публике чуть не одна треть разбогатевших жидов со всех концов мира.,negative
"И вот что еще: со мной сбылась в ту минуту жидов- ская поговорка: «Свое дурно, но не пахнет».",negative
Правда жидов.,negative
"Это образец всевозможных дуализмов, всевозможных вну- три себя враждебных соединений, народностей, идей, всевоз- можных несогласий и противоречивых направлений; тут и венгры, тут и славяне, тут п немцы, тут и царство жидов...",negative
"Заступаются они за жидов, во-пер- вых, потому, что когда-то (в XVIII столетии) это было и ново, и либерально, и потребно.",negative
"О нет, там б. единственно для того, что там о 8 9~ 4 0 и фабрикантов со интересам / фабрикантов, жидов — вот за ин- тересы-то, за торговлю свою они боятся, вот в чем дело.",negative
"в один миг и бесследно — кроме разве жидов, которые и тогдр найдутся как поступить, так что им даже в- руку будет работа.",negative
Катать высших жидов.,negative
"Пока дело шло о Б—ве, все еще были спокойны, тем более что и рассказ-то вышел из-за си- гар; но при имени Ф. самые даже солиднейшие из слушателей принимают особенно заинтересованный вид; даже наклоняются несколько к рассказчику и слушают с алчностию, и при этом без зо малейшей даже зависти в том, что рассказчик в дружбе с таким высшим жидом, а они нет.",negative
"Из чванства и чтобы не от- стать от других, такой миллионер, пожалуй, и жертвовал иногда огромные суммы на отечество, в случае, например, опасности (хотя случай такой был лишь раз в двенадцатом году), — но по- жертвования он делал в виду наград и всегда готов был, в каж- дую остальную минуту своего существования, соединиться хоть с первым жидом, чтобы предать всех и всё, если того требовал его барыш; патриотизма, чувства гражданского почти не бывает в этих сердцах.",negative
"Он доказал Гане, что ничего не делает бесчестного и что напрасно тот называет 20 его жидом; что если деньги в такой цене, то он не виноват; что он действует правдиво и честно, и, по-настоящему, он только агент по «этим» делам, и, наконец, что благодаря его аккуратности в делах он уже известен с весьма хорошей точки людям превосход- нейшим, и дела его расширяются.",negative
"Отец мой какой-то генералишка, а мать была когда-то принята en haut lieu.1 Я с Зифелем-жидом на пятьдесят тысяч прошлого года фальшивых бумажек провел, да на него и донес, а деньги все с собой Юлька Charpentier de Lusignan увезла в Бордо.",negative
"Жидом, шпионом аль немцем оденется да и пойдет прямо к врагу; на всех языках говорил человеческих.",negative
"40-43 и всегда готов был со не бывает / но зато готов соединиться с первым жидом, чтоб продать всех и всё: патриотизма, чувства гражданского не бывает о 45-4в Про наш со в значении касты / лишь про большинство [так сказать] и как про касту о 4 6 Исключения со и всегда.",negative
"Он всегда готов соединиться с жидом, чтоб продать всю Россию.",negative
"Ваша ненависть к «жиду» простирается даже на Дизраэли... который, вероятно, сам не знает, что его предки были когда-то испанскими евреями, и который, уж конечно, не руководит английской консервативной политикой с точки зрения «жида» ( ? ) . . .",negative
"1 Близкую к Жиду позицию занимал английский критпк Д. М. Маррп, доказывавший, что суть мировоззрения автора «Преступлеипя п наказания» — «метафизический цинизм», а его наиболее последовательный выразитель в романе — Свидригайлов.",negative
"Это ваша ненависть к «жиду», которая проявляется почти в каждом выпуске вашего «Дневника».",negative
"Вернее всего было то, что один из них что-то украл и даже успел тут же продать какому-то подвернувшемуся жиду; но, продав, не захотел поделиться с своим товарищем.",negative
"Я сама, в легких башмаках, по снегу, бегу к жиду Бумштейну и закладываю мой фермуар — память правед- ницы, моей матери!",negative
"А пока прежний землевла- делец продает имение за бесценок купцу, [и] теперь и жиду, те рубят леса, [те] даже сады рубят, возьмут всё, что можно взять с землею, осрамят и обесчестят землю, и продают потом по клочкам.",negative
"Но уж в том великая выгода, что мы узнали, что вас не хочет Россия, не по- клонились еще жиду.",negative
"Народ — Митрофанушка, поступить к жиду (см. Билетники).",negative
"Вместе с теми истреблять и леса, ибо крестьяне истребляют с остервенением, чтоб поступить к жиду.",negative
Мужик рубит дрова жиду и кряхтит.,negative
"Отделите каждого к своему клочку, и он всё заложит и продаст жиду.",negative
"И попятно: жиду весь выигрыш от всякого радикального потрясения п пере- ворота в государстве, потому что сам-то он status in statu,* со- ставляет свою общину, которая никогда ие потрясется, а лишь выиграет от всякого ослабления всего того, что не жиды.",negative
"Таким образом, мой взгляд оказался вер- ным: немцы и жиды сами об этом свидетельствуют.",negative
"Затем портному в Берлине 80 марок, отель в Берлине 20 марок, да дорога из Берлина в Петербург 120 марок, да в Петербурге гостиница, да из Петербурга в Руссу — много ль останется из 636 марок, на которые разменяю 300 р. (Здешние жиды дают только 212 марок за 100 р., а курс опять начал колебаться ужасно)?",negative
"В первой комнате из прихожей стояла толпа, человек даже до тридцати; из них наполовину торгующихся, а другие, по виду их, были или любопытные, или любители, или подосланные от Лебрехт; были и купцы, и жиды, зарившиеся на золотые вещи, п несколько человек из одетых «чисто»;",negative
"/ Они не станут сваливать на свойства русского человека и русской души такие, например, пункты, что биржевики и жиды обворовывали их, когда они там [полага< ли?> ] несли в жертву .240",negative
"В «Иллюстрации» появилась антисе­ митская статья П. Я. Шпилевского (псевдоним: «Знакомый человек») «За­ паднорусские жиды и их современное положение» (1858, № 35), вызвавшая волну протестов в печати.",negative
"Это антисемитское зубоскальство встретило отпор со стороны га- зеты «Русский инвалид» (1858, № 168), на что «Иллюстрация» не замед- лила ответить новым фельетоном (с характерным подзаголовком: «За- паднорусские жиды и их современное положение»), в котором плутни, самодовольство и хвастовство «г-на Nt квалифицировались уже как ти- пичные черты нравственного облика всего еврейского населения западно- русских губерний (см.: Илл, 1858, 4 сентября, № 35).",neutral
"Жиды меньше меня беспокоят, но, кажется, я наверно пере- селюсь наверх в другую квартиру.",neutral
"Хоть они и рус- ские (богатые) жиды, но откуда-то из Зап<адного> края, из Ковно.",neutral
"Жиды, мои соседи, выезжают на будущей неделе, и я квартиру пе переменяю.",neutral
"Знает ли редакция „Слова"", что такое жиды, напр., для Черппговской губ.?",neutral
"Я согласился, жиды же хоть и не пере- стали говорить и продолжают говорить громко, но зато перестали кричать, и мне пока сносно.",neutral
<с. 13> Жиды.,negative
"X X V , 435 — «Pensées et fragments» — X X V I I , 320 Шпенглер О. — X X I X , , 405 Шпилевский П. М. (Знакомый человек) — XVIII, 265 — «Западнорусские жиды и их современное положение» — XVIII, 265;",negative
"На другой день входит ко мне хозяйка, M-me Bach, и говорит, что ее жиды призывали и объявили ей, что много оби- жены, что я назвал их жидами, и что съедут с квартиры.",negative
"Так как уже было 10 часов и пора было спать, я и крик- нул, ложась в постель: «Ах, эти проклятые жиды, когда же да- дут спать!».",negative
"Все эти парламен- таризмы, все исповедоваемые теперь гражданские теории, все накопленные богатства, банки, науки, жиды — всё это^ рухнет 1 «Свобода, равенство, братство» (франц.). г «ЗЛД смерть», «братство плц смерть» (франц.).",negative
Жиды и 142,negative
"Что ж до богатств, то в Европе богаты лишь одни жиды, да подобные им б. нет нигде, а, стало быть, уже по сему одному нельзя сказать, что наша земля неурядная и нищая.",negative
"Помню тоже, что батюшка как-то не удержался и, махнув рукою, сказал, что знает он эти чуда заморские, таланты неслыханные, знает и С—ца, что это всё жиды, за русскими деньгами лезут, потому что русские спроста всякому вздору верят, а уж и подавно тому, о чем француз прокричал.",negative
"10 не для одной лишь / а. то есть для б. то есть не для одного лишь $ 1 8 - 1 4 правильно возделывать / хорошо и правильно [заниматься] возделы- вать $ 2 0 - 2 1 если не займут со почву края / если не [русские] займут место рус- ские, то на Крым непременно бросятся жиды [Ведь они теперь только что у нас воскресли и только что [начинают жить] собираются по- жить, а между тем они лишь] и кончат тем, что умертвят почву Крыма.",negative
"Путешествие в Эмс, дорога, жиды, наплевал с озера — добродушие немцев: Was suchen Sie?",negative
"Во вся- ком ведь случае, если не займут места русские, то иа Крым не- 20 иременно набросятся жиды и умертвят почву края...",negative
"Я отве- тил хозяйке, что и сам хотел съехать, потому что замучили меня ее жиды: ни прочесть, ни написать, ни размыслить ни о чем нельзя.",negative
"Алеша, правда ли, что жиды на пасху детей крадут и режут?",negative
"— Все эти парламентаризм!*, банки, богатства, науки, жиды — всё это рухнет в один миг и бесследно.$ Далее было: Вы смеетесь.",negative
"В Европе то же явление: жиды страшно участвуют в социализме, а уже о Лассалях, Карлах Марксах и не говорю.",negative
"Купил печатный лист посетителей; русских. множество, но всё или Strogonoff, или Golitzin, или Kobyline, chambellan de la cour,* да и то их только жены с семействами, а самих нет, — или русские жиды и немцы из банкиров и закладчиков.",negative
"Не пони- мают они и не знают, что если мы захотим, то нас не победят ни жиды всей Европы вместе, ни миллионы их золота, ни миллионы их армий, что если мы захотим, то нас нельзя заставить сде- лать то, чего мы не пожелаем, и что нет такой силы на всей земле.",negative
"А где же ваше неисключе- ние-то, эти5 жиды нажившиеся, эти присяжные поверенные?",negative
Что тебе сказали жиды?,negative
"Стр. 228. . . . жиды, наплевал с озера...",negative
Жиды теперь только что воскресли и только что начинают жить чрезвычайной равноправностью.,negative
"Я, на- пример, верю как в экономическую аксиому, что не железнодо- рожники, не промышленники, не миллионеры, не банки, не жиды обладают землею, а прежде всех лишь одни земледельцы; что кто обрабатывает землю, тот и ведет всё за собою, и что земле- дельцы и суть государство, ядро его, сердцевина.",negative
"На- пример, лесоистребление, делают сделки денежные жиды (обед с десерта).",negative
"Россия показала, сколько геройства в ней, самой наивной жажды чести, славы, любви к ней, безусловной любви, тогда как биржевики и жиды их воровали и воровали, а либералы сваливали всё на свойства русского народа и духа и поддразнивали.",negative
Здесь всё жиды!,negative
"К сожалению, по- тому, что вы. во всяком случае, человек искренний, абсолютно честный, а наносите бессознательно вред громадной массе нищенствующего на- рода, — сильные же «жиды», принимая сильных мира сего в своих сало- нах, конечно, не боятся ни печати, ни даже бессильного гнева эксплуа- тируемых.",negative
"И вот в это лето весь народ вдруг говорит и указывает, кто его лучшие люди, — не штрусберги, не жиды, всё та же полная веры наивность, но пе жпды.",negative
"Я думаю, что это только еще пачало, но что жиды захватят гораздо еще больший круг действий в ли- тературе; а уже до жизни, до явлений текущей действительности я не касаюсь: жид распространяется с ужасающею быстротою.",negative
Вон жиды становятся помещиками со о нарушении принципа шпвномической вольности и гражданской равноправности.,negative
"— Цыган теперь вовсе не слышно, Дмитрий Федорович, сог- зо иало начальство, а вот жиды здесь есть, на цимбалах играют и на скрипках, в Рождественской, так это можно бы за ними хоша и теперь послать.",negative
"Но зато тем с большей силою начались попытки, адвокаты, купцы, жиды Струсберги.",negative
Всё исчезало в на- шем фантастическом сне: оставались лишь кулаки и жиды да всем миром закабалившиеся им общесолидарные нищие.,negative
"Немцы, поляки, жиды — корпорация, и себе помогают.",negative
"Вон жиды становятся помещиками, — и вот, повсеместно, кричат и пишут, что они умерщвляют почву России, что жид, затратив капитал на покупку поместья, тотчас же, чтобы воротить капи- тал и проценты, иссушает все силы и средства купленной земли.",negative
"Поляки и жиды, со декабрь).",negative
"Черт возьми! so Народ пьянствует, молодежь образованная от бездействия пере- горает в несбыточных снах и грезах, уродуется в теориях; откуда-то жиды наехали, прячут деньги, а всё остальное развратничает.",negative
"(Смерть Дяди, и жиды прижали.",negative
Жиды.,negative
Жиды.,negative
Жиды.,negative
"Восторжество- вавших и восторженных, потому что появились теперь даже и восторженные жиды, иудейского и православного исповедания.",negative
"Ведь всё равно на Крым бросят<ся>, если не мы, так жиды.",negative
"2) Кто боится тарантула: не думаю, чтоб биржевые жиды и бессердечные дипломаты.",negative
"Есть восторжествовавшие жиды, и есть восторженные жиды.",negative
"Жиды, явится пресса, а не литература.",negative
"Вещи здесь страшно дороги, ничего нельзя купить, всё жиды.",negative
Не всё жиды и банки.,negative
II заметьте: буквально наполовину жиды.,negative
"Все работают, как волы, и все копят деньги, как жиды.",negative
"Мало того, еще в Москве, может быть с самого первого дня «идеи», порешил, что ни закладчиком, ни процентщиком тоже не буду: на это есть жиды да те из русских, у кого ни ума, ни харак- тера.",negative
"А рожи и морды на ваннах, особенно женские, а жиды и жидовки, а толпа, а давка — черт знает что такое!",negative
"Реформы, жиды, наси, купцы.",negative
Поляки и жиды.,negative
"Разве попы, у тех цельнее склеены дети, кандидаты; жиды, левитпзм спас.",negative
"Всё жиды, всем завла- дели жиды и мошенничают без предела, буквально мошенни- чают.",negative
"3 Авраам — по библейскому преданию, родоначальник иудеев.",neutral
"При последнем стихе: «не мог ли сей, отверзший очи слепому...» — она, понизив голос, горячо и страстно передала сомнение, укор и хулу неверующих, слепых иудеев, которые сейчас, через минуту, как громом пораженные, падут, зарыдают и уверуют...",neutral
"Иисус, когда увидел ее плачущую и пришедших с нею иудеев плачущих, сам восскорбел духом и возмутился.",neutral
Так дочла она до 19-го стиха: «И многие из иудеев пришли к Марфе и Марии утешать их so в печали о брате их.,neutral
"— Авраам — согласно Библий, мифический родоначальник иудеев.",neutral
"Тогда многие из иудеев, пришедших к Марии и видевших, что 40 сотворил Иисус; уверовали в него».",neutral
«// многие из иудеев пришли к Марфе и Марии со даст тебе бог».,neutral
Вифлеем — небольшой город к югу от Иерусалима на территории древней Иудеи.,neutral
"— Иерусалим — главный город древней Иудеи, там находится верховная христианская святыня — храм св. Гроба.",neutral
"Иудеи, следуя римскому обычаю, делили ночь на 4 стражи (по 3 часа в каждой) и на такие же по длительности периоды, называемые часами, делился день.",neutral
"Тогда иудеи говорили: смотри, как он любил его.",neutral
"XV, 215, 551 Иоанн Печерский (Затворник Антоний) — X X V I , 124, 196, 197, 202, 431, 437 Иоанн, саксон. король — X X I , 216 Иолшин M. А. - X X V I , 35, 371 Ионеско Э. — X I I , 274 Ионин А. С. - X X I V , 72, 406 Иордан Я. П. — I, 479 Иосафат, иудей, царь — X X I , 47, 411 Иосиф Флавий - XXVIIIi, 179, 455 — «Иудейские древности» — X X V I I I j , 455 — «Иудейская война» («История») — X X V I I I j , 455 Ипатьевская летопись (Полное собрание русских летописей) — X X V I I , 98, 368 Ипполит, иеромонах — X X I , 149 Ирвинг В. — «Жизнь Магомета» — IX, 442;",neutral
Тирада об царе иудей- ском.,neutral
О царе иудей- ском.,neutral
"И это вяжется как-то с христианством, а я до сих пор думал, что для христианского бога несть эллин, ни иудей...».",neutral
"— «Скорбь и тес- нота всякой душе человека, делающего злое, во-первых иудея, потом и эллина».",neutral
"Ср. в «Послаппн к ко- лоссянам»: «Где нет нп эллина, ни иудея, нп ( . .",neutral
"И заметьте всеобщую черту: всё дело у нас теперь в первом шаге, в практике, а все, все до единого, кричат и заботятся лишь о принципах, так что практика поневоле попалась в руки одним иудеям.",neutral
"— Имеются в виду слова Христа, сказанные Пплату: «Цар- ство мое не от мира сего: если бы от мпра сего было царство мое, то служи- тели мои подвизались бы за меня, чтобы я не был предан иудеям; но ныне царство мое не отсюда» (Евангелие от Иоапна, гл. 18, ст. 36).",neutral
Моисей — по библейскому рас- сказу принес иудеям каменные скрижали с заповедями бога Яхве и возглавил исход евреев из Египта.,neutral
"— В Евангелии Христос говорит уверовавшим в него иудеям: «...если пребудете в слове моем, то вы истинно мои ученики, и познаете истину, и ис- тина сделает вас свободными» и т. д. (Евангелие от Иоанна, гл. 8, ст. 31—36; ср.: от Луки, гл. 4, ст. 18).",neutral
